,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
125,FLOTECH INC - TUBE SERVICES,30.360459999999996,-81.64182,http://echo.epa.gov/detailed-facility-report?fid=110042432766,FLR000170043,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/19/2010,,,,
126,STORTER CHILDS PRINTING CO,29.66548,-82.30252,http://echo.epa.gov/detailed-facility-report?fid=110002525795,FLD004068391,FL,125,FL125,DEP WARNING LETTER,S  ,08/02/1995,,,,
127,GARBER BUICK PONTIAC GMC TRUCK INC,29.99774600000001,-81.680449,http://echo.epa.gov/detailed-facility-report?fid=110002528355,FLD032325615,FL,125,FL125,DEP WARNING LETTER,S  ,10/01/2001,,,,
128,DIESEL PARTS SALES & SERVICE INC,30.318941,-81.63306899999998,http://echo.epa.gov/detailed-facility-report?fid=110002528462,FLD032372674,FL,125,FL125,DEP WARNING LETTER,S  ,09/24/1987,,,,
129,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,315,FL315,DEP CONSENT ORDER,S  ,02/16/2009,,23990.0,,
130,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,125,FL125,DEP WARNING LETTER,S  ,10/22/1990,,,,
131,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,01/17/1991,,,,
132,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,125,FL125,DEP WARNING LETTER,S  ,09/03/2008,,,,
133,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,315,FL315,DEP CONSENT ORDER,S  ,03/18/1992,,58548.03,,
134,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,315,FL315,DEP CONSENT ORDER,S  ,04/05/2006,,,,
135,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,125,FL125,DEP WARNING LETTER,S  ,02/28/2006,,,,
136,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,115,FL115,DEP MEETING,S  ,03/02/2009,,,,
137,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,115,FL115,DEP MEETING,S  ,03/15/2006,,,,
138,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,125,FL125,DEP WARNING LETTER,S  ,07/28/2003,,,,
139,MOBRO MARINE INC,29.979636,-81.645702,http://echo.epa.gov/detailed-facility-report?fid=110064134761,FLD081946105,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/01/2007,,,,
140,TYSON FOODS PLANT,30.3262,-81.73888000000002,http://echo.epa.gov/detailed-facility-report?fid=110000361787,FLD091655704,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/08/1997,,,,
141,JIFFY LUBE #498,28.552763,-81.457624,http://echo.epa.gov/detailed-facility-report?fid=110002554735,FLD981926512,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,06/16/2010,,,,
142,MOLDED FIBERGLASS INDUSTRIES,28.546640000000004,-81.43457,http://echo.epa.gov/detailed-facility-report?fid=110002103269,FLD982094674,FL,125,FL125,DEP WARNING LETTER,S  ,06/15/1988,,,,
143,MOLDED FIBERGLASS INDUSTRIES,28.546640000000004,-81.43457,http://echo.epa.gov/detailed-facility-report?fid=110002103269,FLD982094674,FL,315,FL315,DEP CONSENT ORDER,S  ,10/27/1988,,,,
144,MAACO COLLISION REPAIR & AUTO PAINTING,29.682364,-82.319664,http://echo.epa.gov/detailed-facility-report?fid=110005588088,FLD982154668,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/21/2011,,,,
145,MAACO COLLISION REPAIR & AUTO PAINTING,29.682364,-82.319664,http://echo.epa.gov/detailed-facility-report?fid=110005588088,FLD982154668,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/13/1995,,,,
146,VALLEY CUSTOM AUTO BODY,30.321944000000002,-81.716111,http://echo.epa.gov/detailed-facility-report?fid=110005639069,FLR000025874,FL,125,FL125,DEP WARNING LETTER,S  ,01/02/1997,,,,
147,AUTO PARTS & MACHINE CO,30.270833000000003,-81.748611,http://echo.epa.gov/detailed-facility-report?fid=110005660178,FLR000062463,FL,125,FL125,DEP WARNING LETTER,S  ,04/05/2000,,,,
148,PUTNAM RECYCLING CENTER,29.651833,-81.648611,http://echo.epa.gov/detailed-facility-report?fid=110005660793,FLR000063479,FL,125,FL125,DEP WARNING LETTER,S  ,10/03/2001,,,,
149,PUTNAM RECYCLING CENTER,29.651833,-81.648611,http://echo.epa.gov/detailed-facility-report?fid=110005660793,FLR000063479,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,11/16/2001,,,,
150,PUTNAM RECYCLING CENTER,29.651833,-81.648611,http://echo.epa.gov/detailed-facility-report?fid=110005660793,FLR000063479,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,10/21/2003,,,,
151,PUTNAM RECYCLING CENTER,29.651833,-81.648611,http://echo.epa.gov/detailed-facility-report?fid=110005660793,FLR000063479,FL,615,FL615,JUDICIAL CONSENT DECREE,S  ,10/26/2005,,,,
152,PUTNAM RECYCLING CENTER,29.651833,-81.648611,http://echo.epa.gov/detailed-facility-report?fid=110005660793,FLR000063479,FL,115,FL115,DEP MEETING,S  ,08/01/2005,,,,
153,WALGREENS DISTRIBUTION CENTER,28.46117000000001,-81.41407199999998,http://echo.epa.gov/detailed-facility-report?fid=110016725061,FLR000101311,FL,115,FL115,DEP MEETING,S  ,03/25/2005,,,,
154,WALGREENS DISTRIBUTION CENTER,28.46117000000001,-81.41407199999998,http://echo.epa.gov/detailed-facility-report?fid=110016725061,FLR000101311,FL,115,FL115,DEP MEETING,S  ,02/06/2004,,,,
155,WALGREENS DISTRIBUTION CENTER,28.46117000000001,-81.41407199999998,http://echo.epa.gov/detailed-facility-report?fid=110016725061,FLR000101311,FL,125,FL125,DEP WARNING LETTER,S  ,12/10/2003,,,,
156,WALGREENS DISTRIBUTION CENTER,28.46117000000001,-81.41407199999998,http://echo.epa.gov/detailed-facility-report?fid=110016725061,FLR000101311,FL,315,FL315,DEP CONSENT ORDER,S  ,03/22/2007,,,,
157,WALGREENS DISTRIBUTION CENTER,28.46117000000001,-81.41407199999998,http://echo.epa.gov/detailed-facility-report?fid=110016725061,FLR000101311,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,05/10/2004,,19330.0,,
158,WALGREENS DISTRIBUTION CENTER,28.46117000000001,-81.41407199999998,http://echo.epa.gov/detailed-facility-report?fid=110016725061,FLR000101311,FL,125,FL125,DEP WARNING LETTER,S  ,01/28/2005,,,,
159,WALGREENS DISTRIBUTION CENTER,28.46117000000001,-81.41407199999998,http://echo.epa.gov/detailed-facility-report?fid=110016725061,FLR000101311,FL,115,FL115,DEP MEETING,S  ,03/06/2007,,,,
160,SOUTHLAND WASTE SYSTEMS OF JAX,30.324209999999997,-81.72415,http://echo.epa.gov/detailed-facility-report?fid=110009075473,FLR000214577,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/07/2015,,,,
161,CHARLES E SINGLETON CO OF FLORIDA,28.545592,-81.434538,http://echo.epa.gov/detailed-facility-report?fid=110002542570,FLD980845630,FL,125,FL125,DEP WARNING LETTER,S  ,07/22/1987,,,,
162,GIVENS PAINT & BODY,29.70322,-82.33988000000002,http://echo.epa.gov/detailed-facility-report?fid=110055075868,FLD982107518,FL,125,FL125,DEP WARNING LETTER,S  ,03/21/1996,,,,
163,IRVINGTON MOORE DIV,30.33863,-81.67375,http://echo.epa.gov/detailed-facility-report?fid=110005589728,FLD982162216,FL,115,FL115,DEP MEETING,S  ,04/17/1995,,,,
164,IRVINGTON MOORE DIV,30.33863,-81.67375,http://echo.epa.gov/detailed-facility-report?fid=110005589728,FLD982162216,FL,125,FL125,DEP WARNING LETTER,S  ,05/15/1995,,,,
165,IRVINGTON MOORE DIV,30.33863,-81.67375,http://echo.epa.gov/detailed-facility-report?fid=110005589728,FLD982162216,FL,125,FL125,DEP WARNING LETTER,S  ,03/30/1995,,,,
166,STERICYCLE INC,28.639017,-81.51604499999998,http://echo.epa.gov/detailed-facility-report?fid=110035741542,FLD984219576,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,10/31/2011,,4550.0,,
167,STERICYCLE INC,28.639017,-81.51604499999998,http://echo.epa.gov/detailed-facility-report?fid=110035741542,FLD984219576,FL,115,FL115,DEP MEETING,S  ,10/20/2011,,,,
168,STERICYCLE INC,28.639017,-81.51604499999998,http://echo.epa.gov/detailed-facility-report?fid=110035741542,FLD984219576,FL,125,FL125,DEP WARNING LETTER,S  ,06/02/2011,,,,
169,STERICYCLE INC,28.639017,-81.51604499999998,http://echo.epa.gov/detailed-facility-report?fid=110035741542,FLD984219576,FL,115,FL115,DEP MEETING,S  ,08/01/2011,,,,
170,PHARMACEUTICAL RECOVERY SERVICES,28.45706400000001,-81.453122,http://echo.epa.gov/detailed-facility-report?fid=110005638417,FLR000024679,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,11/02/1998,,400500.0,,
171,PHARMACEUTICAL RECOVERY SERVICES,28.45706400000001,-81.453122,http://echo.epa.gov/detailed-facility-report?fid=110005638417,FLR000024679,FL,125,FL125,DEP WARNING LETTER,S  ,12/23/1996,,,,
172,PHARMACEUTICAL RECOVERY SERVICES,28.45706400000001,-81.453122,http://echo.epa.gov/detailed-facility-report?fid=110005638417,FLR000024679,FL,125,FL125,DEP WARNING LETTER,S  ,10/06/1997,,,,
173,ASHCROFTS CREATIVE CABINETS,30.323666999999997,-81.6885,http://echo.epa.gov/detailed-facility-report?fid=110005641797,FLR000030999,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/08/1997,,,,
174,AMERISOURCEBERGEN DRUG CORPORATION,28.458472999999998,-81.407799,http://echo.epa.gov/detailed-facility-report?fid=110012539351,FLR000068023,FL,125,FL125,DEP WARNING LETTER,S  ,02/14/2001,,,,
175,AMERISOURCEBERGEN DRUG CORPORATION,28.458472999999998,-81.407799,http://echo.epa.gov/detailed-facility-report?fid=110012539351,FLR000068023,FL,315,FL315,DEP CONSENT ORDER,S  ,03/29/2001,,,,
176,AMERISOURCEBERGEN DRUG CORPORATION,28.458472999999998,-81.407799,http://echo.epa.gov/detailed-facility-report?fid=110012539351,FLR000068023,FL,115,FL115,DEP MEETING,S  ,07/24/2006,,,,
177,AMERISOURCEBERGEN DRUG CORPORATION,28.458472999999998,-81.407799,http://echo.epa.gov/detailed-facility-report?fid=110012539351,FLR000068023,FL,115,FL115,DEP MEETING,S  ,04/09/2012,,,,
178,AMERISOURCEBERGEN DRUG CORPORATION,28.458472999999998,-81.407799,http://echo.epa.gov/detailed-facility-report?fid=110012539351,FLR000068023,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,06/26/2012,,1852.0,5408.0,5408.0
179,AMERISOURCEBERGEN DRUG CORPORATION,28.458472999999998,-81.407799,http://echo.epa.gov/detailed-facility-report?fid=110012539351,FLR000068023,FL,125,FL125,DEP WARNING LETTER,S  ,06/07/2006,,,,
180,AMERISOURCEBERGEN DRUG CORPORATION,28.458472999999998,-81.407799,http://echo.epa.gov/detailed-facility-report?fid=110012539351,FLR000068023,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,09/18/2006,,7397.0,,
181,SHELLEY S SEPTIC TANKS RMF,28.731106,-81.618332,http://echo.epa.gov/detailed-facility-report?fid=110022308117,FLR000117663,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/19/2010,,,,
182,MIRAGE MFG - BUILDING 5 SPRAY BOOTH,29.679011,-82.296993,http://echo.epa.gov/detailed-facility-report?fid=110032646849,FLR000139675,FL,415,FL415,DEP REFERRAL TO OGC,S  ,04/28/2009,,,,
183,MIRAGE MFG - BUILDING 5 SPRAY BOOTH,29.679011,-82.296993,http://echo.epa.gov/detailed-facility-report?fid=110032646849,FLR000139675,FL,115,FL115,DEP MEETING,S  ,09/30/2011,,,,
184,MIRAGE MFG - BUILDING 5 SPRAY BOOTH,29.679011,-82.296993,http://echo.epa.gov/detailed-facility-report?fid=110032646849,FLR000139675,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,06/16/2011,,,,
185,MIRAGE MFG - BUILDING 5 SPRAY BOOTH,29.679011,-82.296993,http://echo.epa.gov/detailed-facility-report?fid=110032646849,FLR000139675,FL,615,FL615,JUDICIAL CONSENT DECREE,S  ,03/16/2012,,5000.0,,
186,MIRAGE MFG - BUILDING 5 SPRAY BOOTH,29.679011,-82.296993,http://echo.epa.gov/detailed-facility-report?fid=110032646849,FLR000139675,FL,125,FL125,DEP WARNING LETTER,S  ,04/09/2008,,,,
187,NAPA AUTO PARTS,30.309193,-81.741411,http://echo.epa.gov/detailed-facility-report?fid=110002520683,FL0000633685,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,06/14/2011,,,,
188,SP RECYCLING CORPORATION,28.60722,-81.42345,http://echo.epa.gov/detailed-facility-report?fid=110010133364,FLD055947873,FL,125,FL125,DEP WARNING LETTER,S  ,12/22/1986,,,,
189,AMERICAN ELECTRIC CORP,30.318833,-81.74361,http://echo.epa.gov/detailed-facility-report?fid=110029025123,FLD061899449,FL,125,FL125,DEP WARNING LETTER,S  ,07/22/1987,,,,
190,S&P FABRICATION,30.347115999999996,-81.637374,http://echo.epa.gov/detailed-facility-report?fid=110043631442,FLD981469968,FL,125,FL125,DEP WARNING LETTER,S  ,10/08/1992,,,,
191,S&P FABRICATION,30.347115999999996,-81.637374,http://echo.epa.gov/detailed-facility-report?fid=110043631442,FLD981469968,FL,115,FL115,DEP MEETING,S  ,10/29/1992,,,,
192,S&P FABRICATION,30.347115999999996,-81.637374,http://echo.epa.gov/detailed-facility-report?fid=110043631442,FLD981469968,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,01/04/1993,,2975.0,,
193,S&P FABRICATION,30.347115999999996,-81.637374,http://echo.epa.gov/detailed-facility-report?fid=110043631442,FLD981469968,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/20/2009,,,,
194,MLXL SPORTSWEAR INC,30.345833000000002,-81.64666700000002,http://echo.epa.gov/detailed-facility-report?fid=110006188473,FLR000027045,FL,125,FL125,DEP WARNING LETTER,S  ,06/05/2001,,,,
195,DEALERSHIP DESIGNS,30.319188,-81.758026,http://echo.epa.gov/detailed-facility-report?fid=110006188589,FLR000038398,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,06/04/2010,,,,
196,BEN REWS HOBBY SHOP,30.33247,-81.60019,http://echo.epa.gov/detailed-facility-report?fid=110005651927,FLR000048231,FL,125,FL125,DEP WARNING LETTER,S  ,09/30/1998,,,,
197,EDWARDS ORNAMENTAL IRONWORKS,30.33654000000001,-81.67695,http://echo.epa.gov/detailed-facility-report?fid=110005656325,FLR000056358,FL,125,FL125,DEP WARNING LETTER,S  ,06/24/1999,,,,
198,USH1 EXPORT,28.662096999999996,-81.49685799999997,http://echo.epa.gov/detailed-facility-report?fid=110066981859,FLR000216226,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/12/2015,,,,
199,LOAD KING MANUFACTURING CO.,30.33633,-81.67818,http://echo.epa.gov/detailed-facility-report?fid=110001737425,FLD061920260,FL,125,FL125,DEP WARNING LETTER,S  ,07/28/1993,,,,
200,IFAS - APOPKA LAB,28.637294,-81.54822800000002,http://echo.epa.gov/detailed-facility-report?fid=110002537522,FLD087329223,FL,125,FL125,DEP WARNING LETTER,S  ,03/03/1986,,,,
201,SOUTHERN CONVERTING CO,30.332759999999997,-81.69921,http://echo.epa.gov/detailed-facility-report?fid=110002538184,FLD094599370,FL,125,FL125,DEP WARNING LETTER,S  ,11/21/1989,,,,
202,BECKS OUTBOARD INC,30.414737,-81.662338,http://echo.epa.gov/detailed-facility-report?fid=110002551649,FLD981860406,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/16/2009,,,,
203,WILLIAMS BODY SHOP,29.649209999999997,-81.63356,http://echo.epa.gov/detailed-facility-report?fid=110005272757,FLD982135907,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,10/19/2000,,,,
204,THE BRUSS CO,30.343420000000002,-81.74045,http://echo.epa.gov/detailed-facility-report?fid=110054110859,FLD982142580,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/27/2001,,,,
205,PLAS CHEM COATINGS INC,30.362479999999998,-81.7166,http://echo.epa.gov/detailed-facility-report?fid=110005609181,FLD984216044,FL,125,FL125,DEP WARNING LETTER,S  ,03/31/1993,,,,
206,PLAS CHEM COATINGS INC,30.362479999999998,-81.7166,http://echo.epa.gov/detailed-facility-report?fid=110005609181,FLD984216044,FL,115,FL115,DEP MEETING,S  ,05/04/1994,,,,
207,PLAS CHEM COATINGS INC,30.362479999999998,-81.7166,http://echo.epa.gov/detailed-facility-report?fid=110005609181,FLD984216044,FL,615,FL615,JUDICIAL CONSENT DECREE,S  ,12/08/1993,,,,
208,FLORIDA UTILITY TRAILERS INC,28.61419,-81.43460999999998,http://echo.epa.gov/detailed-facility-report?fid=110005627321,FLD984263293,FL,115,FL115,DEP MEETING,S  ,08/31/1993,,,,
209,FLORIDA UTILITY TRAILERS INC,28.61419,-81.43460999999998,http://echo.epa.gov/detailed-facility-report?fid=110005627321,FLD984263293,FL,125,FL125,DEP WARNING LETTER,S  ,07/29/1993,,,,
210,ALFORD TIMBER INC,29.65918,-81.67107,http://echo.epa.gov/detailed-facility-report?fid=110016721421,FLR000102053,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/02/2003,,,,
211,BEST GLOBAL SOURCE INC,28.66907,-81.51781,http://echo.epa.gov/detailed-facility-report?fid=110054831009,FLR000195123,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,10/25/2012,,,,
212,JONES CHEMICAL,30.340998,-81.627273,http://echo.epa.gov/detailed-facility-report?fid=110000361910,FLD004071890,FL,125,FL125,DEP WARNING LETTER,S  ,08/12/1998,,,,
213,JONES CHEMICAL,30.340998,-81.627273,http://echo.epa.gov/detailed-facility-report?fid=110000361910,FLD004071890,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,05/31/2012,,,,
214,GMC ELECTRO - MOTIVE DIVISION,30.361192,-81.71165699999997,http://echo.epa.gov/detailed-facility-report?fid=110035514020,FLD079201273,FL,125,FL125,DEP WARNING LETTER,S  ,07/21/1993,,,,
215,FORMER REFINED METALS SMELTING SITE,30.35453,-81.70983000000003,http://echo.epa.gov/detailed-facility-report?fid=110000787827,FLD080677347,FL,APT,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,08/22/1984,,,,
216,FORMER REFINED METALS SMELTING SITE,30.35453,-81.70983000000003,http://echo.epa.gov/detailed-facility-report?fid=110000787827,FLD080677347,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,09/15/2009,,5450.0,,
217,FORMER REFINED METALS SMELTING SITE,30.35453,-81.70983000000003,http://echo.epa.gov/detailed-facility-report?fid=110000787827,FLD080677347,FL,APT,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,12/10/1984,,,,
218,FORMER REFINED METALS SMELTING SITE,30.35453,-81.70983000000003,http://echo.epa.gov/detailed-facility-report?fid=110000787827,FLD080677347,FL,115,FL115,DEP MEETING,S  ,08/31/2009,,,,
219,FORMER REFINED METALS SMELTING SITE,30.35453,-81.70983000000003,http://echo.epa.gov/detailed-facility-report?fid=110000787827,FLD080677347,FL,125,FL125,DEP WARNING LETTER,S  ,06/30/2009,,,,
220,FORMER REFINED METALS SMELTING SITE,30.35453,-81.70983000000003,http://echo.epa.gov/detailed-facility-report?fid=110000787827,FLD080677347,FL,125,FL125,DEP WARNING LETTER,S  ,04/12/1994,,,,
221,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/02/2015,,,,
222,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,315,FL315,DEP CONSENT ORDER,S  ,04/02/1999,,100.0,3520.0,3520.0
223,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,315,FL315,DEP CONSENT ORDER,S  ,08/04/1997,,,,
224,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,09/28/2010,,,,
225,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,125,FL125,DEP WARNING LETTER,S  ,11/14/2007,,,,
226,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,115,FL115,DEP MEETING,S  ,01/04/2008,,,,
227,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,125,FL125,DEP WARNING LETTER,S  ,06/12/2012,,,,
228,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,125,FL125,DEP WARNING LETTER,S  ,11/13/1998,,,,
229,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/30/2015,,,,
230,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,04/09/2013,,7500.0,,
231,HOWCO ENVIRONMENTAL SERVICES,29.163128999999998,-81.540462,http://echo.epa.gov/detailed-facility-report?fid=110064133771,FLD101828689,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,04/10/2008,,3500.0,,
232,MIRACLE MARBLE,28.830919,-81.325664,http://echo.epa.gov/detailed-facility-report?fid=110007427873,FLD982125775,FL,125,FL125,DEP WARNING LETTER,S  ,10/11/1994,,,,
233,MIRACLE MARBLE,28.830919,-81.325664,http://echo.epa.gov/detailed-facility-report?fid=110007427873,FLD982125775,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,09/18/1995,,,,
234,MIRACLE MARBLE,28.830919,-81.325664,http://echo.epa.gov/detailed-facility-report?fid=110007427873,FLD982125775,FL,115,FL115,DEP MEETING,S  ,12/14/1994,,,,
235,MIRACLE MARBLE,28.830919,-81.325664,http://echo.epa.gov/detailed-facility-report?fid=110007427873,FLD982125775,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,09/21/1995,,,,
236,CREEK CRAFT MANUFACTURING INC,29.979385999999998,-81.65806500000002,http://echo.epa.gov/detailed-facility-report?fid=110007429915,FLD982138950,FL,125,FL125,DEP WARNING LETTER,S  ,01/25/2001,,,,
237,WARECRAFT PRESS INC,30.328879999999998,-81.65045,http://echo.epa.gov/detailed-facility-report?fid=110005591626,FLD982171464,FL,125,FL125,DEP WARNING LETTER,S  ,06/05/2001,,,,
238,AAMCO TRANSMISSION,28.774175,-81.27849499999998,http://echo.epa.gov/detailed-facility-report?fid=110005594632,FLD984172874,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/20/2013,,,,
239,QUADRIGA PRODUCTIONS INC,28.460234000000003,-81.451166,http://echo.epa.gov/detailed-facility-report?fid=110005650134,FLR000044958,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,05/22/1998,,,,
240,RONS QUICK LUBE,29.654166999999998,-81.65472199999998,http://echo.epa.gov/detailed-facility-report?fid=110005658430,FLR000059725,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/20/1999,,,,
241,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,125,FL125,DEP WARNING LETTER,S  ,07/05/2001,,,,
242,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,001,HQ210,INITIAL 3008(A) COMPLIANCE,E  ,05/11/2015,,,,
