,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
110,J M MFG CO,29.992188,-81.678836,http://echo.epa.gov/detailed-facility-report?fid=110035515797,FLD982089658,FL,261.A,ID and Listing of HW: General,S  ,06/24/1993,06/29/1993,
111,SCOOTER SUPERSTORE OF AMERICA,29.688268,-82.32191,http://echo.epa.gov/detailed-facility-report?fid=110007447637,FLD984199638,FL,279.C,Standards for Used Oil: Generators,S  ,06/02/2010,06/02/2010,
112,FLORIDA WILBERT INC,30.361259999999998,-81.71502,http://echo.epa.gov/detailed-facility-report?fid=110005622718,FLD984252502,FL,261.A,ID and Listing of HW: General,S  ,11/17/1997,11/21/1997,02/17/1998
113,TRANSAMERICA INTERMODAL,30.346853999999997,-81.707466,http://echo.epa.gov/detailed-facility-report?fid=110005630834,FLR000008078,FL,261.A,ID and Listing of HW: General,S  ,07/21/1995,09/18/1995,10/23/1995
114,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/28/1999,08/06/2001,
115,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/28/1999,08/06/2001,06/06/2001
116,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,12/28/1999,08/06/2001,06/06/2001
117,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/28/1999,08/06/2001,
118,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,12/28/1999,08/06/2001,
119,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,12/28/1999,08/06/2001,
120,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/28/1999,08/06/2001,01/20/2000
121,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/28/1999,08/06/2001,01/20/2000
122,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,09/10/2008,03/17/2009,
123,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/28/1999,08/06/2001,06/06/2001
124,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,07/24/2019,07/24/2019,
125,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,12/28/1999,08/06/2001,01/20/2000
126,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,12/28/1999,08/06/2001,06/06/2001
127,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/10/2008,03/17/2009,
128,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/28/1999,08/06/2001,01/20/2000
129,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/28/1999,08/06/2001,
130,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,09/01/2015,11/11/2015,
131,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/28/1999,08/06/2001,06/06/2001
132,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,12/28/1999,08/06/2001,01/20/2000
133,PATS AUTO & TRUCK REPAIR,28.550519,-81.43284,http://echo.epa.gov/detailed-facility-report?fid=110005654069,FLR000052076,FL,279.C,Standards for Used Oil: Generators,S  ,01/12/1999,05/21/1999,
134,PATS AUTO & TRUCK REPAIR,28.550519,-81.43284,http://echo.epa.gov/detailed-facility-report?fid=110005654069,FLR000052076,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/12/1999,05/21/1999,
135,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/17/1999,08/20/2001,
136,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,279.C,Standards for Used Oil: Generators,S  ,11/17/1999,08/20/2001,
137,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,PCR,Violation of a permit condition or requirement,S  ,11/17/1999,08/20/2001,
138,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,262.A,Standards Applicable to Generators of HW: General,S  ,11/17/1999,08/20/2001,
139,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,261.A,ID and Listing of HW: General,S  ,11/17/1999,08/20/2001,
140,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,03/23/2004,05/14/2004,
141,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,268.A,Land Disposal Restrictions: General,S  ,03/23/2004,05/14/2004,
142,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/21/2002,12/23/2002,
143,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,11/21/2002,01/06/2003,
144,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/21/2002,12/12/2002,
145,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,262.A,Standards Applicable to Generators of HW: General,S  ,11/21/2002,11/25/2002,
146,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,262.A,Standards Applicable to Generators of HW: General,S  ,11/21/2002,11/26/2002,
147,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/21/2002,01/07/2003,
148,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,279.C,Standards for Used Oil: Generators,S  ,11/21/2002,01/07/2003,
149,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/21/2002,12/30/2002,
150,MANUEL MELENDEZ AUTOMOTIVE,30.353028000000002,-81.656028,http://echo.epa.gov/detailed-facility-report?fid=110017217938,FLR000105411,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,10/18/2004,02/08/2005,
151,MANUEL MELENDEZ AUTOMOTIVE,30.353028000000002,-81.656028,http://echo.epa.gov/detailed-facility-report?fid=110017217938,FLR000105411,FL,279.C,Standards for Used Oil: Generators,S  ,01/30/2004,01/30/2004,
152,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/21/2007,06/05/2008,
153,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/21/2007,06/27/2007,
154,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/21/2007,06/05/2008,
155,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,262.A,Standards Applicable to Generators of HW: General,S  ,06/21/2007,06/21/2007,
156,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,06/21/2007,06/05/2008,
157,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,06/21/2007,06/05/2008,
158,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/21/2007,03/16/2012,
159,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/21/2007,06/05/2008,
160,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/21/2007,03/16/2012,
161,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,279.C,Standards for Used Oil: Generators,S  ,06/21/2007,06/05/2008,
162,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,262.A,Standards Applicable to Generators of HW: General,S  ,06/21/2007,03/16/2012,
163,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,268.A,Land Disposal Restrictions: General,S  ,06/21/2007,06/05/2008,
164,1ST RECOVERY,28.808429999999998,-81.300569,http://echo.epa.gov/detailed-facility-report?fid=110002521735,FL0000904029,FL,279.C,Standards for Used Oil: Generators,S  ,09/27/1999,09/28/1999,
165,UNITED PAINTING & SANDBLASTING,28.505941999999997,-81.420721,http://echo.epa.gov/detailed-facility-report?fid=110002526749,FLD005006440,FL,268.A,Land Disposal Restrictions: General,S  ,01/12/1989,01/13/1989,
166,UNITED PAINTING & SANDBLASTING,28.505941999999997,-81.420721,http://echo.epa.gov/detailed-facility-report?fid=110002526749,FLD005006440,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/12/1989,07/12/1989,
167,CUES INC,28.50638,-81.42678000000002,http://echo.epa.gov/detailed-facility-report?fid=110002539646,FLD112760244,FL,262.A,Standards Applicable to Generators of HW: General,S  ,09/11/1997,10/16/1997,
168,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/03/1998,02/15/1999,
169,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,262.A,Standards Applicable to Generators of HW: General,S  ,11/03/1998,04/13/1999,02/08/1999
170,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,262.A,Standards Applicable to Generators of HW: General,S  ,11/03/1998,04/13/1999,
171,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/03/1998,02/15/1999,02/08/1999
172,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/03/1998,02/15/1999,02/08/1999
173,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/03/1998,02/15/1999,02/08/1999
174,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/07/2001,07/12/2001,
175,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/03/1998,02/15/1999,
176,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/07/2001,07/12/2001,
177,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/03/1998,02/15/1999,
178,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,261.A,ID and Listing of HW: General,S  ,07/14/1994,08/15/1994,10/14/1994
179,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,279.C,Standards for Used Oil: Generators,S  ,02/25/2014,02/25/2014,
180,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,261.A,ID and Listing of HW: General,S  ,02/25/2014,02/25/2014,
181,ZELLWIN FARMS COMPANY,28.72731,-81.60124,http://echo.epa.gov/detailed-facility-report?fid=110005621817,FLD984249771,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/24/1996,02/26/1996,
