,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
116,SUPERIOR CLEANERS,30.40609000000001,-81.68643,http://echo.epa.gov/detailed-facility-report?fid=110002528676,FLD032395170,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/03/1998,N  
117,SUPERIOR CLEANERS,30.40609000000001,-81.68643,http://echo.epa.gov/detailed-facility-report?fid=110002528676,FLD032395170,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/04/1998,N  
118,HARRELL & BEVERLY TRANS REBUILD,28.78671,-81.26904300000002,http://echo.epa.gov/detailed-facility-report?fid=110002531537,FLD047963251,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/30/2011,Y  
119,ED TILLMAN AUTO SALES,30.357858,-81.65326,http://echo.epa.gov/detailed-facility-report?fid=110002536373,FLD078316122,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/05/2010,Y  
120,ED TILLMAN AUTO SALES,30.357858,-81.65326,http://echo.epa.gov/detailed-facility-report?fid=110002536373,FLD078316122,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/24/1990,N  
121,FLORIDA DOT,29.672615999999998,-82.29985500000002,http://echo.epa.gov/detailed-facility-report?fid=110002542026,FLD980799183,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/1985,N  
122,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,12/20/1990,N  
123,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/01/1985,Y  
124,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/19/1995,N  
125,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/11/2000,N  
126,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/27/1986,N  
127,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,11/14/1985,N  
128,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/24/1999,N  
129,UNIVAR USA INC,30.34387000000001,-81.71366,http://echo.epa.gov/detailed-facility-report?fid=110000362198,FLD981014681,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/23/2002,N  
130,PILOT OIL,28.55264600000001,-81.418761,http://echo.epa.gov/detailed-facility-report?fid=110006495300,FLD981019441,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/14/1996,N  
131,PILOT OIL,28.55264600000001,-81.418761,http://echo.epa.gov/detailed-facility-report?fid=110006495300,FLD981019441,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/07/1996,N  
132,PILOT OIL,28.55264600000001,-81.418761,http://echo.epa.gov/detailed-facility-report?fid=110006495300,FLD981019441,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/22/1987,Y  
133,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FLD981019656,FL,JLB,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,05/17/1997,N  
134,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FLD981019656,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/27/2001,N  
135,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FLD981019656,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/17/1997,N  
136,VOLKSHOP,28.810689,-81.26599399999998,http://echo.epa.gov/detailed-facility-report?fid=110002550034,FLD981854706,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/08/1987,N  
137,CENTURY WATER INC,30.321608,-81.678079,http://echo.epa.gov/detailed-facility-report?fid=110002554879,FLD981926793,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/09/1986,N  
138,J M MFG CO,29.992188,-81.678836,http://echo.epa.gov/detailed-facility-report?fid=110035515797,FLD982089658,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/29/1993,N  
139,J M MFG CO,29.992188,-81.678836,http://echo.epa.gov/detailed-facility-report?fid=110035515797,FLD982089658,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/13/1993,Y  
140,ALL RITE PRINTING SERVICE INC,30.305394,-81.636107,http://echo.epa.gov/detailed-facility-report?fid=110005586348,FLD982129645,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/27/1991,N  
141,LONDONTOWNE CLEANERS,30.291944,-81.754972,http://echo.epa.gov/detailed-facility-report?fid=110005588756,FLD982157745,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/17/2008,N  
142,SCOOTER SUPERSTORE OF AMERICA,29.688268,-82.32191,http://echo.epa.gov/detailed-facility-report?fid=110007447637,FLD984199638,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/02/2010,Y  
143,FLORIDA WILBERT INC,30.361259999999998,-81.71502,http://echo.epa.gov/detailed-facility-report?fid=110005622718,FLD984252502,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/06/1997,N  
144,FLORIDA WILBERT INC,30.361259999999998,-81.71502,http://echo.epa.gov/detailed-facility-report?fid=110005622718,FLD984252502,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/07/1994,N  
145,FLORIDA WILBERT INC,30.361259999999998,-81.71502,http://echo.epa.gov/detailed-facility-report?fid=110005622718,FLD984252502,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/29/1997,Y  
146,FLORIDA WILBERT INC,30.361259999999998,-81.71502,http://echo.epa.gov/detailed-facility-report?fid=110005622718,FLD984252502,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/20/1997,N  
147,TRANSAMERICA INTERMODAL,30.346853999999997,-81.707466,http://echo.epa.gov/detailed-facility-report?fid=110005630834,FLR000008078,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/18/1995,N  
148,TRANSAMERICA INTERMODAL,30.346853999999997,-81.707466,http://echo.epa.gov/detailed-facility-report?fid=110005630834,FLR000008078,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/06/1995,Y  
149,TRANSAMERICA INTERMODAL,30.346853999999997,-81.707466,http://echo.epa.gov/detailed-facility-report?fid=110005630834,FLR000008078,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/04/1995,N  
150,LOW BUDGET AUTO SALES,28.547409000000002,-81.420449,http://echo.epa.gov/detailed-facility-report?fid=110005640789,FLR000029132,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/31/1997,N  
151,LOW BUDGET AUTO SALES,28.547409000000002,-81.420449,http://echo.epa.gov/detailed-facility-report?fid=110005640789,FLR000029132,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/28/1997,N  
152,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/01/2015,Y  
153,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,06/06/2001,N  
154,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/10/2008,Y  
155,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,12/28/1999,N  
156,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/2012,N  
157,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/15/1999,Y  
158,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/03/2002,N  
159,DANA TRANSPORT INC,30.355228999999998,-81.633156,http://echo.epa.gov/detailed-facility-report?fid=110005644703,FLR000035873,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/24/2019,Y  
160,PATS AUTO & TRUCK REPAIR,28.550519,-81.43284,http://echo.epa.gov/detailed-facility-report?fid=110005654069,FLR000052076,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/21/1999,N  
161,PATS AUTO & TRUCK REPAIR,28.550519,-81.43284,http://echo.epa.gov/detailed-facility-report?fid=110005654069,FLR000052076,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/12/1999,Y  
162,COASTAL CONSTRUCTION PRODUCTS INC,28.509752000000002,-81.437931,http://echo.epa.gov/detailed-facility-report?fid=110005657093,FLR000057562,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/25/1999,N  
163,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/25/2001,N  
164,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/17/2001,N  
165,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,01/27/2000,N  
166,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,08/20/2001,N  
167,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/02/2001,N  
168,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/20/2001,N  
169,W W AUTOMOTIVE INC,30.328861,-81.722895,http://echo.epa.gov/detailed-facility-report?fid=110005659322,FLR000060954,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/17/1999,Y  
170,RESIDENCE OF BILL & ERMA PRICE,30.322916999999997,-81.75238900000002,http://echo.epa.gov/detailed-facility-report?fid=110005662586,FLR000066886,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/29/2000,N  
171,APOPKA WHEEL & TIRE AUTO SERVICE INC,28.671645,-81.494941,http://echo.epa.gov/detailed-facility-report?fid=110012549484,FLR000078923,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/23/2002,N  
172,APOPKA WHEEL & TIRE AUTO SERVICE INC,28.671645,-81.494941,http://echo.epa.gov/detailed-facility-report?fid=110012549484,FLR000078923,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/24/2001,N  
173,APOPKA WHEEL & TIRE AUTO SERVICE INC,28.671645,-81.494941,http://echo.epa.gov/detailed-facility-report?fid=110012549484,FLR000078923,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/10/2001,N  
174,THE AUTOMOTIVE REPAIR CENTER,30.343611,-81.659083,http://echo.epa.gov/detailed-facility-report?fid=110012577336,FLR000086454,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/04/2002,N  
175,BOAT TREE,30.144447999999997,-81.70166800000001,http://echo.epa.gov/detailed-facility-report?fid=110013358213,FLR000092544,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/02/2002,N  
176,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,11/21/2002,N  
177,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/19/2004,Y  
178,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,03/07/2003,N  
179,NEPHRON PHARMACEUTICALS CORPORATION,28.506713,-81.42897099999998,http://echo.epa.gov/detailed-facility-report?fid=110016726293,FLR000094896,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/21/2002,Y  
180,MANUEL MELENDEZ AUTOMOTIVE,30.353028000000002,-81.656028,http://echo.epa.gov/detailed-facility-report?fid=110017217938,FLR000105411,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/30/2004,Y  
181,MANUEL MELENDEZ AUTOMOTIVE,30.353028000000002,-81.656028,http://echo.epa.gov/detailed-facility-report?fid=110017217938,FLR000105411,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/30/2004,N  
182,MANUEL MELENDEZ AUTOMOTIVE,30.353028000000002,-81.656028,http://echo.epa.gov/detailed-facility-report?fid=110017217938,FLR000105411,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/18/2004,Y  
183,SYNERGY RECYCLING LLC,30.361425,-81.626685,http://echo.epa.gov/detailed-facility-report?fid=110024250834,FLR000120188,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/10/2011,N  
184,SYNERGY RECYCLING LLC,30.361425,-81.626685,http://echo.epa.gov/detailed-facility-report?fid=110024250834,FLR000120188,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/02/2006,N  
185,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,CDI,CDI,CASE DEVELOPMENT INSPECTION,S  ,12/15/2009,N  
186,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/21/2007,Y  
187,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,04/03/2012,N  
188,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,06/21/2007,N  
189,MIRAGE MFG - BUILDING 4 LAMINATION,29.678023,-82.29785799999998,http://echo.epa.gov/detailed-facility-report?fid=110032646830,FLR000139667,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/22/2008,Y  
190,STATE LANDS PROPERTY CITRA,29.360209,-82.170863,http://echo.epa.gov/detailed-facility-report?fid=110041666532,FLR000166652,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/15/2010,N  
191,STATE LANDS PROPERTY CITRA,29.360209,-82.170863,http://echo.epa.gov/detailed-facility-report?fid=110041666532,FLR000166652,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/11/2010,N  
192,1ST RECOVERY,28.808429999999998,-81.300569,http://echo.epa.gov/detailed-facility-report?fid=110002521735,FL0000904029,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/27/1999,Y  
193,FDOT DISTRICT 5,28.538634000000002,-81.383099,http://echo.epa.gov/detailed-facility-report?fid=110002103134,FLD000614362,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/19/1984,N  
194,FDOT DISTRICT 5,28.538634000000002,-81.383099,http://echo.epa.gov/detailed-facility-report?fid=110002103134,FLD000614362,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/27/1996,N  
195,UNITED PAINTING & SANDBLASTING,28.505941999999997,-81.420721,http://echo.epa.gov/detailed-facility-report?fid=110002526749,FLD005006440,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/12/1989,Y  
196,UNITED PAINTING & SANDBLASTING,28.505941999999997,-81.420721,http://echo.epa.gov/detailed-facility-report?fid=110002526749,FLD005006440,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/08/2003,N  
197,ABS INC,30.327576,-81.751082,http://echo.epa.gov/detailed-facility-report?fid=110002537862,FLD091660282,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/16/1997,N  
198,ABS INC,30.327576,-81.751082,http://echo.epa.gov/detailed-facility-report?fid=110002537862,FLD091660282,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/06/1990,N  
199,BISHOP CHRISTIAN HOME,30.345494,-81.6331,http://echo.epa.gov/detailed-facility-report?fid=110002539147,FLD101846400,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/29/1984,N  
200,CUES INC,28.50638,-81.42678000000002,http://echo.epa.gov/detailed-facility-report?fid=110002539646,FLD112760244,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/1997,Y  
201,CSX TRANSPORTATION,29.990291,-81.685198,http://echo.epa.gov/detailed-facility-report?fid=110008333428,FLD981020589,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/11/1986,N  
202,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,FUI,FUI,FOLLOW-UP INSPECTION,S  ,03/27/1990,N  
203,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/07/2001,Y  
204,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,11/20/1998,N  
205,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/01/1988,N  
206,CIRCUITRONICS CORPORATION,28.816896999999997,-81.329836,http://echo.epa.gov/detailed-facility-report?fid=110002550310,FLD981856347,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/03/1998,Y  
207,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/18/1994,N  
208,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/06/1994,Y  
209,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/15/1994,N  
210,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2008,N  
211,DAVE BARBERS PAINT & BODY,29.654566,-82.331014,http://echo.epa.gov/detailed-facility-report?fid=110002553282,FLD981919855,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/25/2014,Y  
212,PYRAMID SOUTHERN MOULDINGS,29.991667,-81.67755600000002,http://echo.epa.gov/detailed-facility-report?fid=110005272034,FLD982132953,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/11/2008,N  
213,PYRAMID SOUTHERN MOULDINGS,29.991667,-81.67755600000002,http://echo.epa.gov/detailed-facility-report?fid=110005272034,FLD982132953,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/12/1992,N  
214,G & T FOLIAGE EXPRESS,28.728213,-81.51195200000002,http://echo.epa.gov/detailed-facility-report?fid=110005609831,FLD984217315,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/26/2012,N  
215,NOZZLE MASTER ENTERPRISES INC,28.5455,-81.44021,http://echo.epa.gov/detailed-facility-report?fid=110005612300,FLD984226365,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/16/2013,N  
216,TOWN & COUNTRY CLEANERS,28.525928999999998,-81.470922,http://echo.epa.gov/detailed-facility-report?fid=110005615398,FLD984232116,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/18/2008,N  
217,ZELLWIN FARMS COMPANY,28.72731,-81.60124,http://echo.epa.gov/detailed-facility-report?fid=110005621817,FLD984249771,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/21/1995,Y  
218,TRINITY CHURCH,30.290694000000002,-81.61993000000002,http://echo.epa.gov/detailed-facility-report?fid=110038119069,FLR000005397,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/09/2008,N  
219,DIESEL PARTS SALES & SERVICE,30.331676,-81.675292,http://echo.epa.gov/detailed-facility-report?fid=110005636561,FLR000020131,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/16/1996,Y  
220,JERRYS A C & AUTO SHOP,29.682211,-82.320391,http://echo.epa.gov/detailed-facility-report?fid=110005636767,FLR000020487,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/07/2008,N  
221,JERRYS A C & AUTO SHOP,29.682211,-82.320391,http://echo.epa.gov/detailed-facility-report?fid=110005636767,FLR000020487,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2010,Y  
222,LAYNE INLINER LLC,28.803967999999998,-81.294315,http://echo.epa.gov/detailed-facility-report?fid=110005637329,FLR000021550,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/10/2015,N  
223,LAYNE INLINER LLC,28.803967999999998,-81.294315,http://echo.epa.gov/detailed-facility-report?fid=110005637329,FLR000021550,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/06/2013,N  
224,HESS STATION #09316,30.429909999999996,-81.66234,http://echo.epa.gov/detailed-facility-report?fid=110012579192,FLR000083659,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/24/2011,N  
225,A-1 AUTO SALVAGE INC,28.637964,-81.466181,http://echo.epa.gov/detailed-facility-report?fid=110011348559,FLR000109793,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/25/2004,Y  
226,A-1 AUTO SALVAGE INC,28.637964,-81.466181,http://echo.epa.gov/detailed-facility-report?fid=110011348559,FLR000109793,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/04/2005,N  
227,A-1 AUTO SALVAGE INC,28.637964,-81.466181,http://echo.epa.gov/detailed-facility-report?fid=110011348559,FLR000109793,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/24/2012,Y  
228,A-1 AUTO SALVAGE INC,28.637964,-81.466181,http://echo.epa.gov/detailed-facility-report?fid=110011348559,FLR000109793,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/12/2005,Y  
229,KSI PRINTING,30.30617,-81.62012800000002,http://echo.epa.gov/detailed-facility-report?fid=110031431617,FLR000134684,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/29/2006,N  
